    0.000000	    2.057567
    0.000098	    2.060997
    0.000195	    2.065240
    0.000293	    2.069748
    0.000391	    2.073806
    0.000488	    2.080500
    0.000586	    2.086562
    0.000684	    2.094133
    0.000781	    2.101310
    0.000879	    2.110114
    0.000977	    2.118446
    0.001074	    2.127766
    0.001172	    2.137574
    0.001270	    2.146591
    0.001367	    2.156092
    0.001465	    2.165042
    0.001563	    2.174414
    0.001660	    2.182267
    0.001758	    2.190480
    0.001855	    2.197853
    0.001953	    2.205887
    0.002051	    2.213703
    0.002148	    2.221162
    0.002246	    2.228426
    0.002344	    2.236999
    0.002441	    2.245223
    0.002539	    2.253126
    0.002637	    2.260257
    0.002734	    2.266428
    0.002832	    2.274494
    0.002930	    2.280537
    0.003027	    2.287047
    0.003125	    2.292165
    0.003223	    2.299356
    0.003320	    2.305260
    0.003418	    2.311076
    0.003516	    2.318351
    0.003613	    2.324720
    0.003711	    2.331348
    0.003809	    2.337951
    0.003906	    2.344868
    0.004004	    2.349471
    0.004102	    2.355909
    0.004199	    2.360680
    0.004297	    2.364970
    0.004395	    2.369678
    0.004492	    2.373290
    0.004590	    2.377103
    0.004687	    2.379228
    0.004785	    2.381456
    0.004883	    2.381417
    0.004980	    2.380733
    0.005078	    2.379053
    0.005176	    2.376362
    0.005273	    2.374207
    0.005371	    2.370377
    0.005469	    2.367663
    0.005566	    2.364496
    0.005664	    2.360857
    0.005762	    2.358089
    0.005859	    2.352883
    0.005957	    2.347937
    0.006055	    2.341423
    0.006152	    2.335122
    0.006250	    2.327955
    0.006348	    2.320058
    0.006445	    2.313002
    0.006543	    2.306338
    0.006641	    2.301259
    0.006738	    2.296002
    0.006836	    2.291736
    0.006934	    2.288884
    0.007031	    2.287677
    0.007129	    2.285488
    0.007227	    2.284923
    0.007324	    2.283789
    0.007422	    2.283409
    0.007520	    2.283112
    0.007617	    2.282812
    0.007715	    2.283296
    0.007812	    2.284099
    0.007910	    2.284272
    0.008008	    2.285133
    0.008105	    2.287223
    0.008203	    2.287614
    0.008301	    2.288267
    0.008398	    2.288859
    0.008496	    2.289015
    0.008594	    2.287430
    0.008691	    2.285104
    0.008789	    2.282609
    0.008887	    2.278868
    0.008984	    2.274324
    0.009082	    2.269673
    0.009180	    2.262460
    0.009277	    2.255665
    0.009375	    2.247356
    0.009473	    2.238495
    0.009570	    2.229360
    0.009668	    2.220099
    0.009766	    2.210782
    0.009863	    2.200653
    0.009961	    2.192125
    0.010059	    2.181955
    0.010156	    2.174000
    0.010254	    2.165653
    0.010352	    2.159120
    0.010449	    2.152612
    0.010547	    2.146675
    0.010645	    2.140845
    0.010742	    2.136807
    0.010840	    2.133552
    0.010937	    2.130309
    0.011035	    2.127800
    0.011133	    2.125294
    0.011230	    2.124181
    0.011328	    2.123208
    0.011426	    2.122460
    0.011523	    2.122123
    0.011621	    2.121358
    0.011719	    2.120763
    0.011816	    2.121207
    0.011914	    2.121316
    0.012012	    2.121267
    0.012109	    2.121740
    0.012207	    2.122222
    0.012305	    2.123570
    0.012402	    2.123791
    0.012500	    2.125162
    0.012598	    2.126738
    0.012695	    2.128179
    0.012793	    2.130106
    0.012891	    2.132299
    0.012988	    2.134496
    0.013086	    2.137698
    0.013184	    2.139641
    0.013281	    2.143520
    0.013379	    2.147284
    0.013477	    2.151313
    0.013574	    2.155505
    0.013672	    2.159867
    0.013770	    2.164264
    0.013867	    2.168325
    0.013965	    2.172714
    0.014062	    2.175925
    0.014160	    2.181237
    0.014258	    2.184459
    0.014355	    2.188654
    0.014453	    2.193027
    0.014551	    2.196923
    0.014648	    2.201920
    0.014746	    2.205517
    0.014844	    2.210646
    0.014941	    2.215471
    0.015039	    2.220849
    0.015137	    2.227138
    0.015234	    2.232854
    0.015332	    2.238857
    0.015430	    2.245552
    0.015527	    2.252367
    0.015625	    2.257481
    0.015723	    2.263713
    0.015820	    2.268931
    0.015918	    2.275403
    0.016016	    2.280121
    0.016113	    2.285757
    0.016211	    2.290571
    0.016309	    2.294649
    0.016406	    2.299285
    0.016504	    2.303107
    0.016602	    2.307405
    0.016699	    2.311408
    0.016797	    2.315823
    0.016895	    2.320933
    0.016992	    2.326335
    0.017090	    2.333070
    0.017187	    2.338982
    0.017285	    2.345493
    0.017383	    2.350352
    0.017480	    2.355787
    0.017578	    2.359541
    0.017676	    2.362482
    0.017773	    2.364992
    0.017871	    2.366492
    0.017969	    2.366226
    0.018066	    2.367034
    0.018164	    2.366596
    0.018262	    2.367068
    0.018359	    2.367938
    0.018457	    2.368972
    0.018555	    2.370231
    0.018652	    2.372475
    0.018750	    2.374773
    0.018848	    2.377756
    0.018945	    2.380299
    0.019043	    2.382782
    0.019141	    2.386650
    0.019238	    2.388833
    0.019336	    2.392749
    0.019434	    2.395065
    0.019531	    2.398041
    0.019629	    2.399478
    0.019727	    2.401432
    0.019824	    2.402964
    0.019922	    2.403960
    0.020020	    2.404279
    0.020117	    2.404592
    0.020215	    2.404399
    0.020313	    2.402989
    0.020410	    2.402444
    0.020508	    2.400694
    0.020605	    2.399389
    0.020703	    2.397792
    0.020801	    2.395373
    0.020898	    2.392549
    0.020996	    2.389554
    0.021094	    2.385842
    0.021191	    2.381724
    0.021289	    2.376193
    0.021387	    2.368952
    0.021484	    2.362041
    0.021582	    2.354174
    0.021680	    2.345558
    0.021777	    2.336798
    0.021875	    2.327531
    0.021973	    2.318230
    0.022070	    2.309080
    0.022168	    2.300191
    0.022266	    2.291967
    0.022363	    2.283457
    0.022461	    2.276787
    0.022559	    2.271499
    0.022656	    2.266015
    0.022754	    2.260124
    0.022852	    2.254719
    0.022949	    2.250045
    0.023047	    2.245144
    0.023145	    2.239674
    0.023242	    2.234615
    0.023340	    2.228876
    0.023438	    2.223247
    0.023535	    2.217470
    0.023633	    2.212157
    0.023730	    2.206604
    0.023828	    2.202061
    0.023926	    2.198280
    0.024023	    2.194526
    0.024121	    2.191126
    0.024219	    2.187663
    0.024316	    2.185815
    0.024414	    2.181971
    0.024512	    2.179139
    0.024609	    2.174975
    0.024707	    2.171957
    0.024805	    2.167893
    0.024902	    2.163594
    0.025000	    2.159460
    0.025098	    2.154847
    0.025195	    2.149152
    0.025293	    2.144335
    0.025391	    2.138494
    0.025488	    2.132061
    0.025586	    2.127084
    0.025684	    2.120505
    0.025781	    2.114633
    0.025879	    2.108953
    0.025977	    2.101959
    0.026074	    2.096550
    0.026172	    2.090545
    0.026270	    2.083971
    0.026367	    2.079257
    0.026465	    2.075181
    0.026563	    2.070945
    0.026660	    2.067454
    0.026758	    2.065221
    0.026855	    2.062779
    0.026953	    2.061835
    0.027051	    2.061630
    0.027148	    2.060631
    0.027246	    2.061570
    0.027344	    2.062414
    0.027441	    2.064097
