    0.000000	    1.984281
    0.000098	    2.073957
    0.000195	    1.986053
    0.000293	    1.815628
    0.000391	    1.666261
    0.000488	    1.657364
    0.000586	    1.615499
    0.000684	    1.593415
    0.000781	    1.547128
    0.000879	    1.505326
    0.000977	    1.437272
    0.001074	    1.332313
    0.001172	    1.189111
    0.001270	    1.001356
    0.001367	    0.878211
    0.001465	    0.890488
    0.001563	    1.117524
    0.001660	    1.267545
    0.001758	    1.469839
    0.001855	    1.567790
    0.001953	    1.872791
    0.002051	    1.901218
    0.002148	    1.861287
    0.002246	    1.532157
    0.002344	    1.577482
    0.002441	    1.785110
    0.002539	    1.553477
    0.002637	    1.507047
    0.002734	    1.414264
    0.002832	    1.518848
    0.002930	    1.591916
    0.003027	    1.581052
    0.003125	    1.570369
    0.003223	    1.550429
    0.003320	    1.526662
    0.003418	    1.479441
    0.003516	    1.412319
    0.003613	    1.164345
    0.003711	    0.953828
    0.003809	    1.119820
    0.003906	    1.471757
    0.004004	    1.509980
    0.004102	    1.534273
    0.004199	    1.592422
    0.004297	    1.739182
    0.004395	    1.844850
    0.004492	    2.492817
    0.004590	    2.422164
    0.004687	    2.306407
    0.004785	    2.025009
    0.004883	    1.317473
    0.004980	    1.764619
    0.005078	    1.717940
    0.005176	    1.734101
    0.005273	    1.620709
    0.005371	    1.448609
    0.005469	    1.506795
    0.005566	    1.500033
    0.005664	    1.441918
    0.005762	    1.374942
    0.005859	    1.246616
    0.005957	    1.075759
    0.006055	    0.879668
    0.006152	    0.861514
    0.006250	    0.976354
    0.006348	    1.235933
    0.006445	    1.392519
    0.006543	    1.550097
    0.006641	    1.686591
    0.006738	    1.893402
    0.006836	    2.012971
    0.006934	    2.185298
    0.007031	    2.038359
    0.007129	    2.058448
    0.007227	    1.836492
    0.007324	    1.835076
    0.007422	    1.879581
    0.007520	    1.740848
    0.007617	    1.924858
    0.007715	    1.618587
    0.007812	    1.503991
    0.007910	    1.488988
    0.008008	    1.462471
    0.008105	    1.418528
    0.008203	    1.330123
    0.008301	    1.158039
    0.008398	    0.900814
    0.008496	    0.745814
    0.008594	    1.025799
    0.008691	    1.369384
    0.008789	    1.452598
    0.008887	    1.496391
    0.008984	    1.580579
    0.009082	    1.663623
    0.009180	    1.831194
    0.009277	    2.018707
    0.009375	    2.109049
    0.009473	    1.976750
