x [mm], y [mm], u [m/s], v [m/s]
-4.500000000000000000e+01, -2.500000000000000000e+01, 7.351925849914550781e+00, -1.009910345077514648e+00
-3.500000000000000000e+01, -2.500000000000000000e+01, 7.830615997314453125e+00, -9.909479618072509766e-01
-2.500000000000000000e+01, -2.500000000000000000e+01, 8.263685226440429688e+00, -7.757733464241027832e-01
-1.500000000000000000e+01, -2.500000000000000000e+01, 8.813007354736328125e+00, -4.569405913352966309e-01
-5.000000000000000000e+00, -2.500000000000000000e+01, 9.437726974487304688e+00, -3.766322135925292969e-02
5.000000000000000000e+00, -2.500000000000000000e+01, 9.829182624816894531e+00, 6.016055941581726074e-01
1.500000000000000000e+01, -2.500000000000000000e+01, 9.839260101318359375e+00, 1.268222093582153320e+00
2.500000000000000000e+01, -2.500000000000000000e+01, 9.671257019042968750e+00, 1.680635690689086914e+00
3.500000000000000000e+01, -2.500000000000000000e+01, 9.473684310913085938e+00, 1.820454955101013184e+00
4.500000000000000000e+01, -2.500000000000000000e+01, 9.176212310791015625e+00, 1.644869089126586914e+00
5.500000000000000000e+01, -2.500000000000000000e+01, 8.938617706298828125e+00, 1.390988230705261230e+00
6.500000000000000000e+01, -2.500000000000000000e+01, 8.960315704345703125e+00, 1.205096006393432617e+00
7.500000000000000000e+01, -2.500000000000000000e+01, 9.042289733886718750e+00, 1.027140140533447266e+00
8.500000000000000000e+01, -2.500000000000000000e+01, 9.060412406921386719e+00, 7.941780090332031250e-01
9.500000000000000000e+01, -2.500000000000000000e+01, 9.159503936767578125e+00, 5.528883337974548340e-01
1.050000000000000000e+02, -2.500000000000000000e+01, 9.270544052124023438e+00, 3.217379450798034668e-01
1.150000000000000000e+02, -2.500000000000000000e+01, 9.322040557861328125e+00, 1.465611159801483154e-01
1.250000000000000000e+02, -2.500000000000000000e+01, 9.436365127563476562e+00, -7.899781316518783569e-02
1.350000000000000000e+02, -2.500000000000000000e+01, 9.598450660705566406e+00, -3.570791482925415039e-01
1.450000000000000000e+02, -2.500000000000000000e+01, 9.714690208435058594e+00, -5.826308727264404297e-01
1.550000000000000000e+02, -2.500000000000000000e+01, 9.629563331604003906e+00, -6.237080097198486328e-01
1.650000000000000000e+02, -2.500000000000000000e+01, 9.463798522949218750e+00, -5.210488438606262207e-01
1.750000000000000000e+02, -2.500000000000000000e+01, 9.524068832397460938e+00, -4.702226519584655762e-01
1.850000000000000000e+02, -2.500000000000000000e+01, 9.806015968322753906e+00, -5.303708314895629883e-01
1.950000000000000000e+02, -2.500000000000000000e+01, 1.001987457275390625e+01, -4.895261526107788086e-01
-1.950000000000000000e+02, -1.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, -1.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, -1.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, -1.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, -1.500000000000000000e+01, nan, nan
-1.450000000000000000e+02, -1.500000000000000000e+01, nan, nan
-1.350000000000000000e+02, -1.500000000000000000e+01, 1.059513187408447266e+01, 2.750297784805297852e+00
-1.250000000000000000e+02, -1.500000000000000000e+01, 1.158505249023437500e+01, 2.647629261016845703e+00
-1.150000000000000000e+02, -1.500000000000000000e+01, 1.140456008911132812e+01, 2.860928297042846680e+00
-1.050000000000000000e+02, -1.500000000000000000e+01, 8.627079963684082031e+00, 2.191243648529052734e+00
-9.500000000000000000e+01, -1.500000000000000000e+01, 1.331748485565185547e+01, 1.374298334121704102e+00
-8.500000000000000000e+01, -1.500000000000000000e+01, 1.117188739776611328e+01, 7.468137145042419434e-02
-7.500000000000000000e+01, -1.500000000000000000e+01, 8.593827247619628906e+00, -5.362839698791503906e-01
-6.500000000000000000e+01, -1.500000000000000000e+01, 6.688883781433105469e+00, -7.513604164123535156e-01
-5.500000000000000000e+01, -1.500000000000000000e+01, 5.711605072021484375e+00, -7.854242324829101562e-01
-4.500000000000000000e+01, -1.500000000000000000e+01, 5.508925437927246094e+00, -8.194901943206787109e-01
-3.500000000000000000e+01, -1.500000000000000000e+01, 5.538725376129150391e+00, -7.727464437484741211e-01
-2.500000000000000000e+01, -1.500000000000000000e+01, 5.677885532379150391e+00, -6.057970523834228516e-01
-1.500000000000000000e+01, -1.500000000000000000e+01, 6.063519001007080078e+00, -3.600487411022186279e-01
-5.000000000000000000e+00, -1.500000000000000000e+01, 6.687077045440673828e+00, -4.879593849182128906e-02
5.000000000000000000e+00, -1.500000000000000000e+01, 7.280582904815673828e+00, 4.356320500373840332e-01
1.500000000000000000e+01, -1.500000000000000000e+01, 7.666262149810791016e+00, 1.079716444015502930e+00
2.500000000000000000e+01, -1.500000000000000000e+01, 7.868501663208007812e+00, 1.633846998214721680e+00
3.500000000000000000e+01, -1.500000000000000000e+01, 7.901839733123779297e+00, 1.878069877624511719e+00
4.500000000000000000e+01, -1.500000000000000000e+01, 7.714685440063476562e+00, 1.658527731895446777e+00
5.500000000000000000e+01, -1.500000000000000000e+01, 7.598682880401611328e+00, 1.422553300857543945e+00
6.500000000000000000e+01, -1.500000000000000000e+01, 7.740410804748535156e+00, 1.383757591247558594e+00
7.500000000000000000e+01, -1.500000000000000000e+01, 8.053997993469238281e+00, 1.189238548278808594e+00
8.500000000000000000e+01, -1.500000000000000000e+01, 8.313065528869628906e+00, 7.140534520149230957e-01
9.500000000000000000e+01, -1.500000000000000000e+01, 8.542141914367675781e+00, 3.232309818267822266e-01
1.050000000000000000e+02, -1.500000000000000000e+01, 8.828783988952636719e+00, 5.160450935363769531e-03
1.150000000000000000e+02, -1.500000000000000000e+01, 9.140387535095214844e+00, -1.830138862133026123e-01
1.250000000000000000e+02, -1.500000000000000000e+01, 9.342126846313476562e+00, -3.313719034194946289e-01
1.350000000000000000e+02, -1.500000000000000000e+01, 9.444849967956542969e+00, -4.990479052066802979e-01
1.450000000000000000e+02, -1.500000000000000000e+01, 9.459017753601074219e+00, -5.992386341094970703e-01
1.550000000000000000e+02, -1.500000000000000000e+01, 9.413293838500976562e+00, -5.862911939620971680e-01
1.650000000000000000e+02, -1.500000000000000000e+01, 9.266476631164550781e+00, -5.269422531127929688e-01
1.750000000000000000e+02, -1.500000000000000000e+01, 9.178595542907714844e+00, -3.701723217964172363e-01
1.850000000000000000e+02, -1.500000000000000000e+01, 9.331728935241699219e+00, -1.126852929592132568e-01
1.950000000000000000e+02, -1.500000000000000000e+01, 9.456702232360839844e+00, -3.131091594696044922e-03
-1.950000000000000000e+02, -5.000000000000000000e+00, nan, nan
-1.850000000000000000e+02, -5.000000000000000000e+00, nan, nan
-1.750000000000000000e+02, -5.000000000000000000e+00, nan, nan
-1.650000000000000000e+02, -5.000000000000000000e+00, nan, nan
-1.550000000000000000e+02, -5.000000000000000000e+00, nan, nan
-1.450000000000000000e+02, -5.000000000000000000e+00, 1.007006072998046875e+01, 2.772054672241210938e+00
-1.350000000000000000e+02, -5.000000000000000000e+00, 1.076617050170898438e+01, 2.779747724533081055e+00
-1.250000000000000000e+02, -5.000000000000000000e+00, 1.148048591613769531e+01, 3.455791473388671875e+00
-1.150000000000000000e+02, -5.000000000000000000e+00, 1.007103729248046875e+01, 2.617675304412841797e+00
-1.050000000000000000e+02, -5.000000000000000000e+00, 5.905468940734863281e+00, 1.380732417106628418e+00
-9.500000000000000000e+01, -5.000000000000000000e+00, 2.651958465576171875e+00, 5.128247737884521484e-01
-8.500000000000000000e+01, -5.000000000000000000e+00, 5.431986808776855469e+00, 2.309007495641708374e-01
-7.500000000000000000e+01, -5.000000000000000000e+00, 5.227416038513183594e+00, -2.903718054294586182e-01
-6.500000000000000000e+01, -5.000000000000000000e+00, 4.324241161346435547e+00, -5.334751605987548828e-01
-5.500000000000000000e+01, -5.000000000000000000e+00, 3.727688789367675781e+00, -5.565440058708190918e-01
-4.500000000000000000e+01, -5.000000000000000000e+00, 3.469142675399780273e+00, -5.328376293182373047e-01
-3.500000000000000000e+01, -5.000000000000000000e+00, 3.460316181182861328e+00, -5.258092880249023438e-01
-2.500000000000000000e+01, -5.000000000000000000e+00, 3.620687246322631836e+00, -5.134726762771606445e-01
-1.500000000000000000e+01, -5.000000000000000000e+00, 4.027295112609863281e+00, -4.707708358764648438e-01
-5.000000000000000000e+00, -5.000000000000000000e+00, 4.655642509460449219e+00, -4.148180484771728516e-01
5.000000000000000000e+00, -5.000000000000000000e+00, 5.381556987762451172e+00, -2.535678446292877197e-01
1.500000000000000000e+01, -5.000000000000000000e+00, 5.998169898986816406e+00, 8.002528548240661621e-02
2.500000000000000000e+01, -5.000000000000000000e+00, 6.401580810546875000e+00, 4.533031284809112549e-01
3.500000000000000000e+01, -5.000000000000000000e+00, 6.533340454101562500e+00, 7.275977134704589844e-01
4.500000000000000000e+01, -5.000000000000000000e+00, 6.505001068115234375e+00, 7.646446824073791504e-01
5.500000000000000000e+01, -5.000000000000000000e+00, 6.651765823364257812e+00, 7.078167200088500977e-01
6.500000000000000000e+01, -5.000000000000000000e+00, 6.970347881317138672e+00, 8.777019977569580078e-01
7.500000000000000000e+01, -5.000000000000000000e+00, 7.362129211425781250e+00, 8.726789951324462891e-01
8.500000000000000000e+01, -5.000000000000000000e+00, 7.807875156402587891e+00, 3.475813865661621094e-01
9.500000000000000000e+01, -5.000000000000000000e+00, 8.199095726013183594e+00, -1.107572317123413086e-01
1.050000000000000000e+02, -5.000000000000000000e+00, 8.624422073364257812e+00, -3.126546144485473633e-01
1.150000000000000000e+02, -5.000000000000000000e+00, 8.949342727661132812e+00, -4.089757204055786133e-01
1.250000000000000000e+02, -5.000000000000000000e+00, 9.067215919494628906e+00, -4.754962921142578125e-01
1.350000000000000000e+02, -5.000000000000000000e+00, 9.110533714294433594e+00, -5.301418304443359375e-01
1.450000000000000000e+02, -5.000000000000000000e+00, 9.125528335571289062e+00, -5.456583499908447266e-01
1.550000000000000000e+02, -5.000000000000000000e+00, 9.087784767150878906e+00, -4.943097233772277832e-01
1.650000000000000000e+02, -5.000000000000000000e+00, 9.006964683532714844e+00, -4.239861071109771729e-01
1.750000000000000000e+02, -5.000000000000000000e+00, 8.965497970581054688e+00, -3.335802555084228516e-01
1.850000000000000000e+02, -5.000000000000000000e+00, 9.108535766601562500e+00, -1.696890592575073242e-01
1.950000000000000000e+02, -5.000000000000000000e+00, 9.481708526611328125e+00, -6.540799140930175781e-02
-1.950000000000000000e+02, 5.000000000000000000e+00, nan, nan
-1.850000000000000000e+02, 5.000000000000000000e+00, nan, nan
-1.750000000000000000e+02, 5.000000000000000000e+00, nan, nan
-1.650000000000000000e+02, 5.000000000000000000e+00, nan, nan
-1.550000000000000000e+02, 5.000000000000000000e+00, 1.000625133514404297e+01, 2.760224580764770508e+00
-1.450000000000000000e+02, 5.000000000000000000e+00, 1.029528522491455078e+01, 2.808391571044921875e+00
-1.350000000000000000e+02, 5.000000000000000000e+00, 1.029448509216308594e+01, 3.120641946792602539e+00
-1.250000000000000000e+02, 5.000000000000000000e+00, 1.046811103820800781e+01, 4.058561325073242188e+00
-1.150000000000000000e+02, 5.000000000000000000e+00, 9.574957847595214844e+00, 2.832181453704833984e+00
-1.050000000000000000e+02, 5.000000000000000000e+00, 7.373932361602783203e+00, 1.636126995086669922e+00
-9.500000000000000000e+01, 5.000000000000000000e+00, 5.906089305877685547e+00, 7.112740278244018555e-01
-8.500000000000000000e+01, 5.000000000000000000e+00, 4.109899520874023438e+00, 2.619671821594238281e-02
-7.500000000000000000e+01, 5.000000000000000000e+00, 2.592040061950683594e+00, -2.558747231960296631e-01
-6.500000000000000000e+01, 5.000000000000000000e+00, 2.093929767608642578e+00, -3.447570204734802246e-01
-5.500000000000000000e+01, 5.000000000000000000e+00, 2.417906999588012695e+00, -4.037309288978576660e-01
-4.500000000000000000e+01, 5.000000000000000000e+00, 3.031894683837890625e+00, -4.535115063190460205e-01
-3.500000000000000000e+01, 5.000000000000000000e+00, 3.620122432708740234e+00, -5.418753027915954590e-01
-2.500000000000000000e+01, 5.000000000000000000e+00, 4.020331859588623047e+00, -6.810286045074462891e-01
-1.500000000000000000e+01, 5.000000000000000000e+00, 4.407294750213623047e+00, -8.558130264282226562e-01
-5.000000000000000000e+00, 5.000000000000000000e+00, 4.892100334167480469e+00, -1.056651234626770020e+00
5.000000000000000000e+00, 5.000000000000000000e+00, 5.427337169647216797e+00, -1.230016112327575684e+00
1.500000000000000000e+01, 5.000000000000000000e+00, 5.879580974578857422e+00, -1.223158955574035645e+00
2.500000000000000000e+01, 5.000000000000000000e+00, 6.211292266845703125e+00, -1.052213549613952637e+00
3.500000000000000000e+01, 5.000000000000000000e+00, 6.372082233428955078e+00, -7.809953689575195312e-01
4.500000000000000000e+01, 5.000000000000000000e+00, 6.474056243896484375e+00, -5.772919058799743652e-01
5.500000000000000000e+01, 5.000000000000000000e+00, 6.825513362884521484e+00, -4.698848724365234375e-01
6.500000000000000000e+01, 5.000000000000000000e+00, 7.163588523864746094e+00, -2.059814929962158203e-01
7.500000000000000000e+01, 5.000000000000000000e+00, 7.383587837219238281e+00, -6.304955482482910156e-02
8.500000000000000000e+01, 5.000000000000000000e+00, 7.719556331634521484e+00, -3.088372945785522461e-01
9.500000000000000000e+01, 5.000000000000000000e+00, 8.142001152038574219e+00, -5.551447868347167969e-01
1.050000000000000000e+02, 5.000000000000000000e+00, 8.510204315185546875e+00, -5.810512304306030273e-01
1.150000000000000000e+02, 5.000000000000000000e+00, 8.747837066650390625e+00, -6.238410472869873047e-01
1.250000000000000000e+02, 5.000000000000000000e+00, 8.912068367004394531e+00, -6.277035474777221680e-01
1.350000000000000000e+02, 5.000000000000000000e+00, 9.061299324035644531e+00, -5.859626531600952148e-01
1.450000000000000000e+02, 5.000000000000000000e+00, 9.153286933898925781e+00, -5.318050980567932129e-01
1.550000000000000000e+02, 5.000000000000000000e+00, 9.165586471557617188e+00, -4.763298034667968750e-01
1.650000000000000000e+02, 5.000000000000000000e+00, 9.145115852355957031e+00, -4.245271682739257812e-01
1.750000000000000000e+02, 5.000000000000000000e+00, 9.080081939697265625e+00, -3.903068602085113525e-01
1.850000000000000000e+02, 5.000000000000000000e+00, 9.004617691040039062e+00, -3.677725493907928467e-01
1.950000000000000000e+02, 5.000000000000000000e+00, 9.116237640380859375e+00, -2.885494232177734375e-01
-1.950000000000000000e+02, 1.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, 1.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, 1.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, 1.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, 1.500000000000000000e+01, 1.002543735504150391e+01, 2.688968181610107422e+00
-1.450000000000000000e+02, 1.500000000000000000e+01, 1.023725986480712891e+01, 2.849677324295043945e+00
-1.350000000000000000e+02, 1.500000000000000000e+01, 9.596915245056152344e+00, 3.424669981002807617e+00
-1.250000000000000000e+02, 1.500000000000000000e+01, 1.006376171112060547e+01, 4.107683181762695312e+00
-1.150000000000000000e+02, 1.500000000000000000e+01, 1.024466609954833984e+01, 3.157071352005004883e+00
-1.050000000000000000e+02, 1.500000000000000000e+01, 9.803719520568847656e+00, 2.198008537292480469e+00
-9.500000000000000000e+01, 1.500000000000000000e+01, 9.063867568969726562e+00, 1.249263882637023926e+00
-8.500000000000000000e+01, 1.500000000000000000e+01, 7.777659416198730469e+00, 3.715672492980957031e-01
-7.500000000000000000e+01, 1.500000000000000000e+01, 6.414216995239257812e+00, -1.550741791725158691e-01
-6.500000000000000000e+01, 1.500000000000000000e+01, 5.744195938110351562e+00, -4.265713095664978027e-01
-5.500000000000000000e+01, 1.500000000000000000e+01, 5.688924312591552734e+00, -5.503014326095581055e-01
-4.500000000000000000e+01, 1.500000000000000000e+01, 5.940991401672363281e+00, -5.874674320220947266e-01
-3.500000000000000000e+01, 1.500000000000000000e+01, 6.283061027526855469e+00, -6.560278534889221191e-01
-2.500000000000000000e+01, 1.500000000000000000e+01, 6.629169940948486328e+00, -8.305997252464294434e-01
-1.500000000000000000e+01, 1.500000000000000000e+01, 6.968659877777099609e+00, -1.123133420944213867e+00
-5.000000000000000000e+00, 1.500000000000000000e+01, 7.214295387268066406e+00, -1.502615213394165039e+00
5.000000000000000000e+00, 1.500000000000000000e+01, 7.420138359069824219e+00, -1.943930506706237793e+00
1.500000000000000000e+01, 1.500000000000000000e+01, 7.534688472747802734e+00, -2.221391916275024414e+00
2.500000000000000000e+01, 1.500000000000000000e+01, 7.650848388671875000e+00, -2.225004196166992188e+00
3.500000000000000000e+01, 1.500000000000000000e+01, 7.831407070159912109e+00, -2.015294075012207031e+00
4.500000000000000000e+01, 1.500000000000000000e+01, 8.065279006958007812e+00, -1.808517456054687500e+00
5.500000000000000000e+01, 1.500000000000000000e+01, 8.372526168823242188e+00, -1.650161862373352051e+00
6.500000000000000000e+01, 1.500000000000000000e+01, 8.482677459716796875e+00, -1.487095952033996582e+00
7.500000000000000000e+01, 1.500000000000000000e+01, 8.385581970214843750e+00, -1.361104846000671387e+00
8.500000000000000000e+01, 1.500000000000000000e+01, 8.355465888977050781e+00, -1.159518122673034668e+00
9.500000000000000000e+01, 1.500000000000000000e+01, 8.492552757263183594e+00, -9.559175372123718262e-01
1.050000000000000000e+02, 1.500000000000000000e+01, 8.716937065124511719e+00, -8.497835397720336914e-01
1.150000000000000000e+02, 1.500000000000000000e+01, 8.945995330810546875e+00, -8.138958215713500977e-01
1.250000000000000000e+02, 1.500000000000000000e+01, 9.178713798522949219e+00, -7.333601117134094238e-01
1.350000000000000000e+02, 1.500000000000000000e+01, 9.381095886230468750e+00, -6.360102891921997070e-01
1.450000000000000000e+02, 1.500000000000000000e+01, 9.470784187316894531e+00, -5.607159733772277832e-01
1.550000000000000000e+02, 1.500000000000000000e+01, 9.473251342773437500e+00, -5.181519985198974609e-01
1.650000000000000000e+02, 1.500000000000000000e+01, 9.441559791564941406e+00, -4.920929074287414551e-01
1.750000000000000000e+02, 1.500000000000000000e+01, 9.372075080871582031e+00, -4.786961078643798828e-01
1.850000000000000000e+02, 1.500000000000000000e+01, 9.322602272033691406e+00, -4.311784803867340088e-01
1.950000000000000000e+02, 1.500000000000000000e+01, 9.408503532409667969e+00, -2.804412245750427246e-01
-1.950000000000000000e+02, 2.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, 2.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, 2.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, 2.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, 2.500000000000000000e+01, 1.008371067047119141e+01, 2.538207769393920898e+00
-1.450000000000000000e+02, 2.500000000000000000e+01, 1.013484764099121094e+01, 2.706798553466796875e+00
-1.350000000000000000e+02, 2.500000000000000000e+01, 9.249283790588378906e+00, 3.287363529205322266e+00
-1.250000000000000000e+02, 2.500000000000000000e+01, 1.003553009033203125e+01, 3.932785749435424805e+00
-1.150000000000000000e+02, 2.500000000000000000e+01, 1.096312618255615234e+01, 3.457456827163696289e+00
-1.050000000000000000e+02, 2.500000000000000000e+01, 1.124396514892578125e+01, 2.760679244995117188e+00
-9.500000000000000000e+01, 2.500000000000000000e+01, 1.118123054504394531e+01, 1.967977881431579590e+00
-8.500000000000000000e+01, 2.500000000000000000e+01, 1.073924827575683594e+01, 1.119845390319824219e+00
-7.500000000000000000e+01, 2.500000000000000000e+01, 1.014242267608642578e+01, 3.405162394046783447e-01
-6.500000000000000000e+01, 2.500000000000000000e+01, 9.575677871704101562e+00, -2.456991672515869141e-01
-5.500000000000000000e+01, 2.500000000000000000e+01, 9.220781326293945312e+00, -4.960962533950805664e-01
-4.500000000000000000e+01, 2.500000000000000000e+01, 9.104615211486816406e+00, -5.206760168075561523e-01
-3.500000000000000000e+01, 2.500000000000000000e+01, 9.108018875122070312e+00, -5.617929697036743164e-01
-2.500000000000000000e+01, 2.500000000000000000e+01, 9.240816116333007812e+00, -7.661609649658203125e-01
-1.500000000000000000e+01, 2.500000000000000000e+01, 9.522477149963378906e+00, -1.098674297332763672e+00
-5.000000000000000000e+00, 2.500000000000000000e+01, 9.824569702148437500e+00, -1.533616065979003906e+00
5.000000000000000000e+00, 2.500000000000000000e+01, 1.003325366973876953e+01, -2.037271976470947266e+00
1.500000000000000000e+01, 2.500000000000000000e+01, 1.013147830963134766e+01, -2.418296098709106445e+00
2.500000000000000000e+01, 2.500000000000000000e+01, 1.020574951171875000e+01, -2.603038787841796875e+00
3.500000000000000000e+01, 2.500000000000000000e+01, 1.031200313568115234e+01, -2.656898021697998047e+00
4.500000000000000000e+01, 2.500000000000000000e+01, 1.046848487854003906e+01, -2.649572134017944336e+00
5.500000000000000000e+01, 2.500000000000000000e+01, 1.059917545318603516e+01, -2.613949775695800781e+00
6.500000000000000000e+01, 2.500000000000000000e+01, 1.041640377044677734e+01, -2.615867137908935547e+00
7.500000000000000000e+01, 2.500000000000000000e+01, 9.934144973754882812e+00, -2.467225551605224609e+00
8.500000000000000000e+01, 2.500000000000000000e+01, 9.579255104064941406e+00, -1.965047001838684082e+00
9.500000000000000000e+01, 2.500000000000000000e+01, 9.375652313232421875e+00, -1.377632856369018555e+00
1.050000000000000000e+02, 2.500000000000000000e+01, 9.340965270996093750e+00, -1.017694115638732910e+00
1.150000000000000000e+02, 2.500000000000000000e+01, 9.513381004333496094e+00, -8.515438437461853027e-01
1.250000000000000000e+02, 2.500000000000000000e+01, 9.718840599060058594e+00, -7.291596531867980957e-01
1.350000000000000000e+02, 2.500000000000000000e+01, 9.882242202758789062e+00, -6.465372443199157715e-01
1.450000000000000000e+02, 2.500000000000000000e+01, 9.947730064392089844e+00, -5.900353193283081055e-01
1.550000000000000000e+02, 2.500000000000000000e+01, 9.953363418579101562e+00, -5.518945455551147461e-01
1.650000000000000000e+02, 2.500000000000000000e+01, 9.940648078918457031e+00, -5.213457345962524414e-01
1.750000000000000000e+02, 2.500000000000000000e+01, 9.911300659179687500e+00, -4.908078908920288086e-01
1.850000000000000000e+02, 2.500000000000000000e+01, 9.863784790039062500e+00, -4.379413425922393799e-01
1.950000000000000000e+02, 2.500000000000000000e+01, 9.908803939819335938e+00, -2.674224972724914551e-01
-1.950000000000000000e+02, 3.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, 3.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, 3.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, 3.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, 3.500000000000000000e+01, 1.010546207427978516e+01, 2.391758918762207031e+00
-1.450000000000000000e+02, 3.500000000000000000e+01, 1.009530830383300781e+01, 2.460670471191406250e+00
-1.350000000000000000e+02, 3.500000000000000000e+01, 9.250177383422851562e+00, 2.914880752563476562e+00
-1.250000000000000000e+02, 3.500000000000000000e+01, 9.973333358764648438e+00, 3.376946687698364258e+00
-1.150000000000000000e+02, 3.500000000000000000e+01, 1.122321128845214844e+01, 3.455643892288208008e+00
-1.050000000000000000e+02, 3.500000000000000000e+01, 1.196968460083007812e+01, 3.036736249923706055e+00
-9.500000000000000000e+01, 3.500000000000000000e+01, 1.240148448944091797e+01, 2.487645149230957031e+00
-8.500000000000000000e+01, 3.500000000000000000e+01, 1.257785797119140625e+01, 1.863172531127929688e+00
-7.500000000000000000e+01, 3.500000000000000000e+01, 1.252657699584960938e+01, 1.150204658508300781e+00
-6.500000000000000000e+01, 3.500000000000000000e+01, 1.215932559967041016e+01, 4.598071575164794922e-01
-5.500000000000000000e+01, 3.500000000000000000e+01, 1.175562477111816406e+01, 5.587399005889892578e-02
-4.500000000000000000e+01, 3.500000000000000000e+01, 1.156708145141601562e+01, -8.997923135757446289e-02
-3.500000000000000000e+01, 3.500000000000000000e+01, 1.146367073059082031e+01, -2.401598691940307617e-01
-2.500000000000000000e+01, 3.500000000000000000e+01, 1.147854328155517578e+01, -5.143723487854003906e-01
-1.500000000000000000e+01, 3.500000000000000000e+01, 1.168262481689453125e+01, -8.660641312599182129e-01
-5.000000000000000000e+00, 3.500000000000000000e+01, 1.199518775939941406e+01, -1.265258431434631348e+00
5.000000000000000000e+00, 3.500000000000000000e+01, 1.225353431701660156e+01, -1.682305574417114258e+00
1.500000000000000000e+01, 3.500000000000000000e+01, 1.247974586486816406e+01, -2.014024972915649414e+00
2.500000000000000000e+01, 3.500000000000000000e+01, 1.272105979919433594e+01, -2.311743259429931641e+00
3.500000000000000000e+01, 3.500000000000000000e+01, 1.289905738830566406e+01, -2.691009283065795898e+00
4.500000000000000000e+01, 3.500000000000000000e+01, 1.306768608093261719e+01, -3.060926675796508789e+00
5.500000000000000000e+01, 3.500000000000000000e+01, 1.310222339630126953e+01, -3.364026784896850586e+00
6.500000000000000000e+01, 3.500000000000000000e+01, 1.259400463104248047e+01, -3.578473091125488281e+00
7.500000000000000000e+01, 3.500000000000000000e+01, 1.171259689331054688e+01, -3.251009464263916016e+00
8.500000000000000000e+01, 3.500000000000000000e+01, 1.113315105438232422e+01, -2.559919834136962891e+00
9.500000000000000000e+01, 3.500000000000000000e+01, 1.069036483764648438e+01, -1.598562240600585938e+00
1.050000000000000000e+02, 3.500000000000000000e+01, 1.030899238586425781e+01, -8.736398816108703613e-01
1.150000000000000000e+02, 3.500000000000000000e+01, 1.026845645904541016e+01, -6.402335166931152344e-01
1.250000000000000000e+02, 3.500000000000000000e+01, 1.031137561798095703e+01, -5.667154788970947266e-01
1.350000000000000000e+02, 3.500000000000000000e+01, 1.041237640380859375e+01, -5.476192235946655273e-01
1.450000000000000000e+02, 3.500000000000000000e+01, 1.048938846588134766e+01, -5.351183414459228516e-01
1.550000000000000000e+02, 3.500000000000000000e+01, 1.051424312591552734e+01, -5.224133729934692383e-01
1.650000000000000000e+02, 3.500000000000000000e+01, 1.050418663024902344e+01, -5.234235525131225586e-01
1.750000000000000000e+02, 3.500000000000000000e+01, 1.044044780731201172e+01, -5.267142057418823242e-01
1.850000000000000000e+02, 3.500000000000000000e+01, 1.036650371551513672e+01, -4.694771468639373779e-01
1.950000000000000000e+02, 3.500000000000000000e+01, 1.036457157135009766e+01, -2.572457492351531982e-01
-1.950000000000000000e+02, 4.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, 4.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, 4.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, 4.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, 4.500000000000000000e+01, 1.014789390563964844e+01, 2.234169721603393555e+00
-1.450000000000000000e+02, 4.500000000000000000e+01, 1.011729526519775391e+01, 2.261032819747924805e+00
-1.350000000000000000e+02, 4.500000000000000000e+01, 9.529062271118164062e+00, 2.466073513031005859e+00
-1.250000000000000000e+02, 4.500000000000000000e+01, 9.760300636291503906e+00, 2.382936954498291016e+00
-1.150000000000000000e+02, 4.500000000000000000e+01, 1.101048374176025391e+01, 2.848570823669433594e+00
-1.050000000000000000e+02, 4.500000000000000000e+01, 1.233004283905029297e+01, 3.063260555267333984e+00
-9.500000000000000000e+01, 4.500000000000000000e+01, 1.295446681976318359e+01, 2.780900001525878906e+00
-8.500000000000000000e+01, 4.500000000000000000e+01, 1.336498165130615234e+01, 2.469126939773559570e+00
-7.500000000000000000e+01, 4.500000000000000000e+01, 1.356868457794189453e+01, 1.988997936248779297e+00
-6.500000000000000000e+01, 4.500000000000000000e+01, 1.337460613250732422e+01, 1.332850098609924316e+00
-5.500000000000000000e+01, 4.500000000000000000e+01, 1.303003025054931641e+01, 8.155536055564880371e-01
-4.500000000000000000e+01, 4.500000000000000000e+01, 1.288200283050537109e+01, 4.897927045822143555e-01
-3.500000000000000000e+01, 4.500000000000000000e+01, 1.281907749176025391e+01, 1.973925232887268066e-01
-2.500000000000000000e+01, 4.500000000000000000e+01, 1.285587787628173828e+01, -1.364623010158538818e-01
