x [mm], y [mm], u [m/s], v [m/s]
7.500000000000000000e+01, -9.500000000000000000e+01, 1.045810604095458984e+01, -5.882623419165611267e-02
8.500000000000000000e+01, -9.500000000000000000e+01, 1.045167446136474609e+01, 4.254635050892829895e-02
9.500000000000000000e+01, -9.500000000000000000e+01, 1.057870864868164062e+01, 4.043471515178680420e-01
1.050000000000000000e+02, -9.500000000000000000e+01, 1.068321800231933594e+01, 5.358117818832397461e-01
1.150000000000000000e+02, -9.500000000000000000e+01, 1.071423149108886719e+01, 4.588681161403656006e-01
1.250000000000000000e+02, -9.500000000000000000e+01, 1.060011863708496094e+01, 3.359245061874389648e-01
1.350000000000000000e+02, -9.500000000000000000e+01, 1.039972877502441406e+01, 1.908699870109558105e-01
1.450000000000000000e+02, -9.500000000000000000e+01, 1.030947208404541016e+01, 4.119811952114105225e-02
1.550000000000000000e+02, -9.500000000000000000e+01, 1.041774177551269531e+01, -4.819865524768829346e-02
1.650000000000000000e+02, -9.500000000000000000e+01, 1.060054588317871094e+01, -1.945815384387969971e-01
1.750000000000000000e+02, -9.500000000000000000e+01, 1.053951835632324219e+01, -4.313383698463439941e-01
1.850000000000000000e+02, -9.500000000000000000e+01, 1.054524040222167969e+01, -5.435705184936523438e-01
1.950000000000000000e+02, -9.500000000000000000e+01, 1.050713920593261719e+01, -5.297600626945495605e-01
-1.950000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.450000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.350000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.250000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.150000000000000000e+02, -8.500000000000000000e+01, nan, nan
-1.050000000000000000e+02, -8.500000000000000000e+01, 1.017253971099853516e+01, -8.243656754493713379e-01
-9.500000000000000000e+01, -8.500000000000000000e+01, 1.020090484619140625e+01, -8.860405087471008301e-01
-8.500000000000000000e+01, -8.500000000000000000e+01, 1.020550155639648438e+01, -8.936063647270202637e-01
-7.500000000000000000e+01, -8.500000000000000000e+01, 1.023556709289550781e+01, -9.431203007698059082e-01
-6.500000000000000000e+01, -8.500000000000000000e+01, 1.028171825408935547e+01, -1.017079830169677734e+00
-5.500000000000000000e+01, -8.500000000000000000e+01, 1.033800411224365234e+01, -9.710308313369750977e-01
-4.500000000000000000e+01, -8.500000000000000000e+01, 1.043903160095214844e+01, -9.634230136871337891e-01
-3.500000000000000000e+01, -8.500000000000000000e+01, 1.047465515136718750e+01, -8.884280920028686523e-01
-2.500000000000000000e+01, -8.500000000000000000e+01, 1.049357795715332031e+01, -8.281499743461608887e-01
-1.500000000000000000e+01, -8.500000000000000000e+01, 1.043943405151367188e+01, -4.990097880363464355e-01
-5.000000000000000000e+00, -8.500000000000000000e+01, 1.034791374206542969e+01, -1.126748919486999512e-01
5.000000000000000000e+00, -8.500000000000000000e+01, 1.024946784973144531e+01, 2.085412591695785522e-01
1.500000000000000000e+01, -8.500000000000000000e+01, 1.019051933288574219e+01, 3.157801628112792969e-01
2.500000000000000000e+01, -8.500000000000000000e+01, 1.016646385192871094e+01, 2.770429253578186035e-01
3.500000000000000000e+01, -8.500000000000000000e+01, 1.016558361053466797e+01, 2.293659001588821411e-01
4.500000000000000000e+01, -8.500000000000000000e+01, 1.020672225952148438e+01, 1.656200140714645386e-01
5.500000000000000000e+01, -8.500000000000000000e+01, 1.026917648315429688e+01, 1.016694828867912292e-01
6.500000000000000000e+01, -8.500000000000000000e+01, 1.036204147338867188e+01, 2.679336443543434143e-02
7.500000000000000000e+01, -8.500000000000000000e+01, 1.049184322357177734e+01, -7.800531387329101562e-02
8.500000000000000000e+01, -8.500000000000000000e+01, 1.059616374969482422e+01, 1.221715211868286133e-01
9.500000000000000000e+01, -8.500000000000000000e+01, 1.064377212524414062e+01, 2.175756692886352539e-01
1.050000000000000000e+02, -8.500000000000000000e+01, 1.060157775878906250e+01, 1.322338432073593140e-01
1.150000000000000000e+02, -8.500000000000000000e+01, 1.049738788604736328e+01, 2.322798967361450195e-02
1.250000000000000000e+02, -8.500000000000000000e+01, 1.034206962585449219e+01, -6.291557848453521729e-02
1.350000000000000000e+02, -8.500000000000000000e+01, 1.018172359466552734e+01, -1.514101922512054443e-01
1.450000000000000000e+02, -8.500000000000000000e+01, 1.010916900634765625e+01, -2.232235223054885864e-01
1.550000000000000000e+02, -8.500000000000000000e+01, 1.009946250915527344e+01, -2.920773029327392578e-01
1.650000000000000000e+02, -8.500000000000000000e+01, 1.016512489318847656e+01, -3.961925208568572998e-01
1.750000000000000000e+02, -8.500000000000000000e+01, 1.032646369934082031e+01, -5.096493959426879883e-01
1.850000000000000000e+02, -8.500000000000000000e+01, 1.064862442016601562e+01, -5.653623342514038086e-01
1.950000000000000000e+02, -8.500000000000000000e+01, 1.074255847930908203e+01, -5.682473182678222656e-01
-1.950000000000000000e+02, -7.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, -7.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, -7.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, -7.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, -7.500000000000000000e+01, nan, nan
-1.450000000000000000e+02, -7.500000000000000000e+01, nan, nan
-1.350000000000000000e+02, -7.500000000000000000e+01, nan, nan
-1.250000000000000000e+02, -7.500000000000000000e+01, nan, nan
-1.150000000000000000e+02, -7.500000000000000000e+01, 1.017253971099853516e+01, -8.243656754493713379e-01
-1.050000000000000000e+02, -7.500000000000000000e+01, 1.020192050933837891e+01, -8.875574469566345215e-01
-9.500000000000000000e+01, -7.500000000000000000e+01, 1.023443889617919922e+01, -9.282323122024536133e-01
-8.500000000000000000e+01, -7.500000000000000000e+01, 1.028241252899169922e+01, -1.045757293701171875e+00
-7.500000000000000000e+01, -7.500000000000000000e+01, 1.038156986236572266e+01, -1.239978790283203125e+00
-6.500000000000000000e+01, -7.500000000000000000e+01, 1.044287681579589844e+01, -1.266314625740051270e+00
-5.500000000000000000e+01, -7.500000000000000000e+01, 1.064511108398437500e+01, -1.521487951278686523e+00
-4.500000000000000000e+01, -7.500000000000000000e+01, 1.085957622528076172e+01, -1.797261238098144531e+00
-3.500000000000000000e+01, -7.500000000000000000e+01, 1.087995243072509766e+01, -1.671869516372680664e+00
-2.500000000000000000e+01, -7.500000000000000000e+01, 1.074957084655761719e+01, -1.188219070434570312e+00
-1.500000000000000000e+01, -7.500000000000000000e+01, 1.046170711517333984e+01, -2.953028678894042969e-01
-5.000000000000000000e+00, -7.500000000000000000e+01, 1.031204414367675781e+01, 2.161896824836730957e-01
5.000000000000000000e+00, -7.500000000000000000e+01, 1.025147914886474609e+01, 3.538468182086944580e-01
1.500000000000000000e+01, -7.500000000000000000e+01, 1.022463703155517578e+01, 2.840172350406646729e-01
2.500000000000000000e+01, -7.500000000000000000e+01, 1.022630596160888672e+01, 2.789045870304107666e-01
3.500000000000000000e+01, -7.500000000000000000e+01, 1.026304912567138672e+01, 2.260332107543945312e-01
4.500000000000000000e+01, -7.500000000000000000e+01, 1.133060169219970703e+01, 1.559145152568817139e-01
5.500000000000000000e+01, -7.500000000000000000e+01, 1.216051769256591797e+01, 1.071526259183883667e-01
6.500000000000000000e+01, -7.500000000000000000e+01, 1.227490615844726562e+01, 1.360551640391349792e-02
7.500000000000000000e+01, -7.500000000000000000e+01, 1.200195217132568359e+01, -1.203570365905761719e-01
8.500000000000000000e+01, -7.500000000000000000e+01, 1.116891193389892578e+01, -9.851071983575820923e-02
9.500000000000000000e+01, -7.500000000000000000e+01, 1.061873245239257812e+01, -5.112919211387634277e-02
1.050000000000000000e+02, -7.500000000000000000e+01, 1.047626876831054688e+01, -1.127634719014167786e-01
1.150000000000000000e+02, -7.500000000000000000e+01, 1.037561225891113281e+01, -2.042039334774017334e-01
1.250000000000000000e+02, -7.500000000000000000e+01, 1.024293327331542969e+01, -2.897140085697174072e-01
1.350000000000000000e+02, -7.500000000000000000e+01, 1.010758590698242188e+01, -3.797370791435241699e-01
1.450000000000000000e+02, -7.500000000000000000e+01, 1.003476047515869141e+01, -4.399372935295104980e-01
1.550000000000000000e+02, -7.500000000000000000e+01, 1.002494049072265625e+01, -4.260363876819610596e-01
1.650000000000000000e+02, -7.500000000000000000e+01, 1.003651142120361328e+01, -4.800227284431457520e-01
1.750000000000000000e+02, -7.500000000000000000e+01, 1.012813186645507812e+01, -5.872912406921386719e-01
1.850000000000000000e+02, -7.500000000000000000e+01, 1.052714538574218750e+01, -6.183038949966430664e-01
1.950000000000000000e+02, -7.500000000000000000e+01, 1.088589191436767578e+01, -5.952905416488647461e-01
-1.950000000000000000e+02, -6.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, -6.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, -6.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, -6.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, -6.500000000000000000e+01, nan, nan
-1.450000000000000000e+02, -6.500000000000000000e+01, nan, nan
-1.350000000000000000e+02, -6.500000000000000000e+01, nan, nan
-1.250000000000000000e+02, -6.500000000000000000e+01, nan, nan
-1.150000000000000000e+02, -6.500000000000000000e+01, 1.019888305664062500e+01, -8.830941915512084961e-01
-1.050000000000000000e+02, -6.500000000000000000e+01, 1.020957565307617188e+01, -8.913373947143554688e-01
-9.500000000000000000e+01, -6.500000000000000000e+01, 1.009558582305908203e+01, -7.754268646240234375e-01
-8.500000000000000000e+01, -6.500000000000000000e+01, 1.012545871734619141e+01, -8.909882903099060059e-01
-7.500000000000000000e+01, -6.500000000000000000e+01, 1.012236404418945312e+01, -8.562576174736022949e-01
-6.500000000000000000e+01, -6.500000000000000000e+01, 1.017162227630615234e+01, -9.452466368675231934e-01
-5.500000000000000000e+01, -6.500000000000000000e+01, 1.037423992156982422e+01, -1.333138346672058105e+00
-4.500000000000000000e+01, -6.500000000000000000e+01, 1.061244297027587891e+01, -1.700010061264038086e+00
-3.500000000000000000e+01, -6.500000000000000000e+01, 1.082507801055908203e+01, -1.821057796478271484e+00
-2.500000000000000000e+01, -6.500000000000000000e+01, 1.112611579895019531e+01, -1.567487239837646484e+00
-1.500000000000000000e+01, -6.500000000000000000e+01, 1.128129196166992188e+01, -8.570684194564819336e-01
-5.000000000000000000e+00, -6.500000000000000000e+01, 1.136559391021728516e+01, -6.201270222663879395e-02
5.000000000000000000e+00, -6.500000000000000000e+01, 1.147042655944824219e+01, 3.295504152774810791e-01
1.500000000000000000e+01, -6.500000000000000000e+01, 1.153444576263427734e+01, 5.133214592933654785e-01
2.500000000000000000e+01, -6.500000000000000000e+01, 1.170668697357177734e+01, 4.974975585937500000e-01
3.500000000000000000e+01, -6.500000000000000000e+01, 1.200043773651123047e+01, 3.583891689777374268e-01
4.500000000000000000e+01, -6.500000000000000000e+01, 1.212507057189941406e+01, 2.611638903617858887e-01
5.500000000000000000e+01, -6.500000000000000000e+01, 1.199151515960693359e+01, 2.588890194892883301e-01
6.500000000000000000e+01, -6.500000000000000000e+01, 1.177266979217529297e+01, 1.936388611793518066e-01
7.500000000000000000e+01, -6.500000000000000000e+01, 1.149550628662109375e+01, 6.191380694508552551e-02
8.500000000000000000e+01, -6.500000000000000000e+01, 1.104970169067382812e+01, -5.486524850130081177e-02
9.500000000000000000e+01, -6.500000000000000000e+01, 1.058839702606201172e+01, -1.264207065105438232e-01
1.050000000000000000e+02, -6.500000000000000000e+01, 1.041101646423339844e+01, -2.011078596115112305e-01
1.150000000000000000e+02, -6.500000000000000000e+01, 1.034484481811523438e+01, -2.886576652526855469e-01
1.250000000000000000e+02, -6.500000000000000000e+01, 1.022493743896484375e+01, -3.748465776443481445e-01
1.350000000000000000e+02, -6.500000000000000000e+01, 1.010677337646484375e+01, -4.699603319168090820e-01
1.450000000000000000e+02, -6.500000000000000000e+01, 1.004831695556640625e+01, -5.399703979492187500e-01
1.550000000000000000e+02, -6.500000000000000000e+01, 1.005873203277587891e+01, -5.043395757675170898e-01
1.650000000000000000e+02, -6.500000000000000000e+01, 1.011638450622558594e+01, -4.524818658828735352e-01
1.750000000000000000e+02, -6.500000000000000000e+01, 1.025781631469726562e+01, -5.415787100791931152e-01
1.850000000000000000e+02, -6.500000000000000000e+01, 1.058700275421142578e+01, -6.019182801246643066e-01
1.950000000000000000e+02, -6.500000000000000000e+01, 1.092551326751708984e+01, -6.030346155166625977e-01
-1.950000000000000000e+02, -5.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, -5.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, -5.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, -5.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, -5.500000000000000000e+01, nan, nan
-1.450000000000000000e+02, -5.500000000000000000e+01, nan, nan
-1.350000000000000000e+02, -5.500000000000000000e+01, nan, nan
-1.250000000000000000e+02, -5.500000000000000000e+01, nan, nan
-1.150000000000000000e+02, -5.500000000000000000e+01, 1.018022060394287109e+01, -8.555737733840942383e-01
-1.050000000000000000e+02, -5.500000000000000000e+01, 1.000879573822021484e+01, -6.316802501678466797e-01
-9.500000000000000000e+01, -5.500000000000000000e+01, 9.934543609619140625e+00, -6.345890760421752930e-01
-8.500000000000000000e+01, -5.500000000000000000e+01, 9.994542121887207031e+00, -7.327622771263122559e-01
-7.500000000000000000e+01, -5.500000000000000000e+01, 9.988696098327636719e+00, -7.395796775817871094e-01
-6.500000000000000000e+01, -5.500000000000000000e+01, 1.005966567993164062e+01, -8.566069006919860840e-01
-5.500000000000000000e+01, -5.500000000000000000e+01, 1.023605155944824219e+01, -1.090099692344665527e+00
-4.500000000000000000e+01, -5.500000000000000000e+01, 1.044000911712646484e+01, -1.269946813583374023e+00
-3.500000000000000000e+01, -5.500000000000000000e+01, 1.066487693786621094e+01, -1.260778546333312988e+00
-2.500000000000000000e+01, -5.500000000000000000e+01, 1.082335472106933594e+01, -1.022599935531616211e+00
-1.500000000000000000e+01, -5.500000000000000000e+01, 1.081725502014160156e+01, -6.740869283676147461e-01
-5.000000000000000000e+00, -5.500000000000000000e+01, 1.076448440551757812e+01, -2.693277597427368164e-01
5.000000000000000000e+00, -5.500000000000000000e+01, 1.072861766815185547e+01, 5.932503938674926758e-02
1.500000000000000000e+01, -5.500000000000000000e+01, 1.070659160614013672e+01, 2.656198441982269287e-01
2.500000000000000000e+01, -5.500000000000000000e+01, 1.068383884429931641e+01, 3.737403154373168945e-01
3.500000000000000000e+01, -5.500000000000000000e+01, 1.072708034515380859e+01, 3.640011250972747803e-01
4.500000000000000000e+01, -5.500000000000000000e+01, 1.082256221771240234e+01, 3.009956479072570801e-01
5.500000000000000000e+01, -5.500000000000000000e+01, 1.080521488189697266e+01, 2.512079775333404541e-01
6.500000000000000000e+01, -5.500000000000000000e+01, 1.073631477355957031e+01, 1.658002734184265137e-01
7.500000000000000000e+01, -5.500000000000000000e+01, 1.062714004516601562e+01, 6.058319285511970520e-02
8.500000000000000000e+01, -5.500000000000000000e+01, 1.047275447845458984e+01, -4.113465547561645508e-02
9.500000000000000000e+01, -5.500000000000000000e+01, 1.026598644256591797e+01, -1.308850646018981934e-01
1.050000000000000000e+02, -5.500000000000000000e+01, 1.019196414947509766e+01, -2.147385478019714355e-01
1.150000000000000000e+02, -5.500000000000000000e+01, 1.024515628814697266e+01, -2.950266003608703613e-01
1.250000000000000000e+02, -5.500000000000000000e+01, 1.020848178863525391e+01, -3.714035749435424805e-01
1.350000000000000000e+02, -5.500000000000000000e+01, 1.014912414550781250e+01, -4.607473611831665039e-01
1.450000000000000000e+02, -5.500000000000000000e+01, 1.013069915771484375e+01, -5.262662768363952637e-01
1.550000000000000000e+02, -5.500000000000000000e+01, 1.019629669189453125e+01, -4.707009792327880859e-01
1.650000000000000000e+02, -5.500000000000000000e+01, 1.036537647247314453e+01, -3.358156681060791016e-01
1.750000000000000000e+02, -5.500000000000000000e+01, 1.063730430603027344e+01, -3.962180614471435547e-01
1.850000000000000000e+02, -5.500000000000000000e+01, 1.078205299377441406e+01, -5.369392633438110352e-01
1.950000000000000000e+02, -5.500000000000000000e+01, 1.088589191436767578e+01, -5.952905416488647461e-01
-1.950000000000000000e+02, -4.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, -4.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, -4.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, -4.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, -4.500000000000000000e+01, nan, nan
-1.450000000000000000e+02, -4.500000000000000000e+01, nan, nan
-1.350000000000000000e+02, -4.500000000000000000e+01, nan, nan
-1.250000000000000000e+02, -4.500000000000000000e+01, 1.017253971099853516e+01, -8.243656754493713379e-01
-1.150000000000000000e+02, -4.500000000000000000e+01, 1.014075851440429688e+01, -7.966061830520629883e-01
-1.050000000000000000e+02, -4.500000000000000000e+01, 9.817139625549316406e+00, -4.115355312824249268e-01
-9.500000000000000000e+01, -4.500000000000000000e+01, 9.891179084777832031e+00, -6.182075142860412598e-01
-8.500000000000000000e+01, -4.500000000000000000e+01, 9.966713905334472656e+00, -7.610731124877929688e-01
-7.500000000000000000e+01, -4.500000000000000000e+01, 9.973230361938476562e+00, -7.574431896209716797e-01
-6.500000000000000000e+01, -4.500000000000000000e+01, 1.004098224639892578e+01, -7.361771464347839355e-01
-5.500000000000000000e+01, -4.500000000000000000e+01, 1.017311859130859375e+01, -7.981382608413696289e-01
-4.500000000000000000e+01, -4.500000000000000000e+01, 1.034358501434326172e+01, -8.761911392211914062e-01
-3.500000000000000000e+01, -4.500000000000000000e+01, 1.049018955230712891e+01, -8.417168259620666504e-01
-2.500000000000000000e+01, -4.500000000000000000e+01, 1.052375793457031250e+01, -7.083469629287719727e-01
-1.500000000000000000e+01, -4.500000000000000000e+01, 1.042670822143554688e+01, -4.995318353176116943e-01
-5.000000000000000000e+00, -4.500000000000000000e+01, 1.027845096588134766e+01, -2.032710313796997070e-01
5.000000000000000000e+00, -4.500000000000000000e+01, 1.015033245086669922e+01, 5.076932907104492188e-02
1.500000000000000000e+01, -4.500000000000000000e+01, 1.006266212463378906e+01, 1.920134872198104858e-01
2.500000000000000000e+01, -4.500000000000000000e+01, 9.994373321533203125e+00, 2.386108934879302979e-01
3.500000000000000000e+01, -4.500000000000000000e+01, 9.922055244445800781e+00, 2.351625263690948486e-01
4.500000000000000000e+01, -4.500000000000000000e+01, 9.896293640136718750e+00, 1.973076462745666504e-01
5.500000000000000000e+01, -4.500000000000000000e+01, 9.907564163208007812e+00, 1.330781430006027222e-01
6.500000000000000000e+01, -4.500000000000000000e+01, 9.905659675598144531e+00, 6.358693540096282959e-02
7.500000000000000000e+01, -4.500000000000000000e+01, 9.888313293457031250e+00, 3.537245094776153564e-03
8.500000000000000000e+01, -4.500000000000000000e+01, 9.865078926086425781e+00, -5.575425922870635986e-02
9.500000000000000000e+01, -4.500000000000000000e+01, 9.805289268493652344e+00, -1.372774392366409302e-01
1.050000000000000000e+02, -4.500000000000000000e+01, 9.785615921020507812e+00, -2.304706573486328125e-01
1.150000000000000000e+02, -4.500000000000000000e+01, 9.927635192871093750e+00, -3.006814122200012207e-01
1.250000000000000000e+02, -4.500000000000000000e+01, 1.002604961395263672e+01, -3.464023470878601074e-01
1.350000000000000000e+02, -4.500000000000000000e+01, 1.007209396362304688e+01, -3.797863125801086426e-01
1.450000000000000000e+02, -4.500000000000000000e+01, 1.024685001373291016e+01, -3.971061110496520996e-01
1.550000000000000000e+02, -4.500000000000000000e+01, 1.048069858551025391e+01, -2.770884931087493896e-01
1.650000000000000000e+02, -4.500000000000000000e+01, 1.083695602416992188e+01, -1.107429862022399902e-01
1.750000000000000000e+02, -4.500000000000000000e+01, 1.108544635772705078e+01, -2.378619313240051270e-01
1.850000000000000000e+02, -4.500000000000000000e+01, 1.085553932189941406e+01, -4.954166114330291748e-01
1.950000000000000000e+02, -4.500000000000000000e+01, 1.074255847930908203e+01, -5.682473182678222656e-01
-1.950000000000000000e+02, -3.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, -3.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, -3.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, -3.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, -3.500000000000000000e+01, nan, nan
-1.450000000000000000e+02, -3.500000000000000000e+01, nan, nan
-1.350000000000000000e+02, -3.500000000000000000e+01, nan, nan
-1.250000000000000000e+02, -3.500000000000000000e+01, 9.945034980773925781e+00, -5.132858753204345703e-01
-1.150000000000000000e+02, -3.500000000000000000e+01, 1.013119316101074219e+01, -7.811398506164550781e-01
-1.050000000000000000e+02, -3.500000000000000000e+01, 9.767860412597656250e+00, -3.740233182907104492e-01
-9.500000000000000000e+01, -3.500000000000000000e+01, 9.940489768981933594e+00, -6.844687461853027344e-01
-8.500000000000000000e+01, -3.500000000000000000e+01, 1.001837539672851562e+01, -8.609300255775451660e-01
-7.500000000000000000e+01, -3.500000000000000000e+01, 1.004937362670898438e+01, -8.146218061447143555e-01
-6.500000000000000000e+01, -3.500000000000000000e+01, 1.009864330291748047e+01, -6.912100315093994141e-01
-5.500000000000000000e+01, -3.500000000000000000e+01, 1.018183040618896484e+01, -5.727535486221313477e-01
-4.500000000000000000e+01, -3.500000000000000000e+01, 1.028948593139648438e+01, -4.868963360786437988e-01
-3.500000000000000000e+01, -3.500000000000000000e+01, 1.033386516571044922e+01, -4.347773790359497070e-01
-2.500000000000000000e+01, -3.500000000000000000e+01, 1.025818729400634766e+01, -4.346655011177062988e-01
-1.500000000000000000e+01, -3.500000000000000000e+01, 1.008717441558837891e+01, -4.095000624656677246e-01
-5.000000000000000000e+00, -3.500000000000000000e+01, 9.865264892578125000e+00, -2.394902110099792480e-01
5.000000000000000000e+00, -3.500000000000000000e+01, 9.670660018920898438e+00, -3.162926435470581055e-02
1.500000000000000000e+01, -3.500000000000000000e+01, 9.545772552490234375e+00, 8.459103107452392578e-02
2.500000000000000000e+01, -3.500000000000000000e+01, 9.467770576477050781e+00, 1.052140444517135620e-01
3.500000000000000000e+01, -3.500000000000000000e+01, 9.364667892456054688e+00, 9.029926359653472900e-02
4.500000000000000000e+01, -3.500000000000000000e+01, 9.263089179992675781e+00, 5.775964260101318359e-02
5.500000000000000000e+01, -3.500000000000000000e+01, 9.229019165039062500e+00, -7.614739239215850830e-03
6.500000000000000000e+01, -3.500000000000000000e+01, 9.232868194580078125e+00, -7.011904567480087280e-02
7.500000000000000000e+01, -3.500000000000000000e+01, 9.298830032348632812e+00, -9.759062528610229492e-02
8.500000000000000000e+01, -3.500000000000000000e+01, 9.398261070251464844e+00, -1.073313951492309570e-01
9.500000000000000000e+01, -3.500000000000000000e+01, 9.438212394714355469e+00, -1.706168502569198608e-01
1.050000000000000000e+02, -3.500000000000000000e+01, 9.440002441406250000e+00, -2.925571203231811523e-01
1.150000000000000000e+02, -3.500000000000000000e+01, 9.510710716247558594e+00, -4.093187749385833740e-01
1.250000000000000000e+02, -3.500000000000000000e+01, 9.741599082946777344e+00, -4.398292601108551025e-01
1.350000000000000000e+02, -3.500000000000000000e+01, 9.779826164245605469e+00, -3.463125824928283691e-01
1.450000000000000000e+02, -3.500000000000000000e+01, 1.013923931121826172e+01, -1.635936796665191650e-01
1.550000000000000000e+02, -3.500000000000000000e+01, 1.099625396728515625e+01, 1.220818683505058289e-01
1.650000000000000000e+02, -3.500000000000000000e+01, 1.128026390075683594e+01, 6.486035883426666260e-02
1.750000000000000000e+02, -3.500000000000000000e+01, 1.104167270660400391e+01, -2.545906007289886475e-01
1.850000000000000000e+02, -3.500000000000000000e+01, 1.063974571228027344e+01, -5.000498890876770020e-01
1.950000000000000000e+02, -3.500000000000000000e+01, 1.050713920593261719e+01, -5.297600626945495605e-01
-1.950000000000000000e+02, -2.500000000000000000e+01, nan, nan
-1.850000000000000000e+02, -2.500000000000000000e+01, nan, nan
-1.750000000000000000e+02, -2.500000000000000000e+01, nan, nan
-1.650000000000000000e+02, -2.500000000000000000e+01, nan, nan
-1.550000000000000000e+02, -2.500000000000000000e+01, nan, nan
-1.450000000000000000e+02, -2.500000000000000000e+01, 9.882243156433105469e+00, 8.694975376129150391e-01
-1.350000000000000000e+02, -2.500000000000000000e+01, 1.109933280944824219e+01, 2.119052648544311523e+00
-1.250000000000000000e+02, -2.500000000000000000e+01, 1.109394836425781250e+01, 1.962539672851562500e+00
-1.150000000000000000e+02, -2.500000000000000000e+01, 1.066855812072753906e+01, 9.585826396942138672e-01
-1.050000000000000000e+02, -2.500000000000000000e+01, 1.030686092376708984e+01, 7.645759582519531250e-01
-9.500000000000000000e+01, -2.500000000000000000e+01, 1.060243988037109375e+01, -4.255294799804687500e-01
-8.500000000000000000e+01, -2.500000000000000000e+01, 1.066430473327636719e+01, -1.008514285087585449e+00
-7.500000000000000000e+01, -2.500000000000000000e+01, 1.051955413818359375e+01, -9.978838562965393066e-01
-6.500000000000000000e+01, -2.500000000000000000e+01, 1.040390300750732422e+01, -8.713540434837341309e-01
-5.500000000000000000e+01, -2.500000000000000000e+01, 1.039404392242431641e+01, -6.594931483268737793e-01
-4.500000000000000000e+01, -2.500000000000000000e+01, 1.040352153778076172e+01, -4.405111074447631836e-01
